SaleID,CustomerID,ProductID,SupplierID,Revenue,Profit,CO2Emissions,Date
9222,4346,432,100,242.42,86.54,8.7,2024-01-20 05:00:00
9223,4836,23,96,184.89,167.7,1.87,2024-01-20 06:00:00
9224,3669,90,62,571.1,3.09,14.37,2024-01-20 07:00:00
9225,4402,471,38,362.82,141.27,7.6,2024-01-20 08:00:00
9226,1826,93,84,733.07,41.84,49.28,2024-01-20 09:00:00
9227,3308,264,27,595.34,176.54,28.35,2024-01-20 10:00:00
9228,3363,467,64,831.05,75.81,28.27,2024-01-20 11:00:00
9229,3111,285,3,67.8,68.45,39.73,2024-01-20 12:00:00
9230,2766,171,11,242.57,142.81,13.0,2024-01-20 13:00:00
9231,4279,309,24,571.32,144.77,26.18,2024-01-20 14:00:00
9232,3771,390,29,881.62,127.11,7.19,2024-01-20 15:00:00
9233,2693,221,69,815.3,66.63,4.77,2024-01-20 16:00:00
9234,30,24,97,682.74,122.46,22.04,2024-01-20 17:00:00
9235,767,376,8,578.33,11.8,45.65,2024-01-20 18:00:00
9236,615,202,19,635.14,191.08,22.11,2024-01-20 19:00:00
9237,1005,499,68,221.47,91.09,22.64,2024-01-20 20:00:00
9238,2122,124,99,599.24,61.59,43.27,2024-01-20 21:00:00
9239,3127,142,94,498.82,172.3,14.37,2024-01-20 22:00:00
9240,3010,52,69,390.59,65.51,24.54,2024-01-20 23:00:00
9241,3820,70,48,888.85,199.44,8.3,2024-01-21 00:00:00
9242,24,260,40,831.12,138.43,42.32,2024-01-21 01:00:00
9243,4060,186,67,85.97,130.27,1.96,2024-01-21 02:00:00
9244,3094,372,16,985.87,31.22,20.71,2024-01-21 03:00:00
9245,2911,207,64,237.68,122.36,13.9,2024-01-21 04:00:00
9246,1971,293,8,223.19,31.87,12.94,2024-01-21 05:00:00
9247,1539,304,5,944.38,156.94,12.28,2024-01-21 06:00:00
9248,3142,378,99,450.35,28.54,18.54,2024-01-21 07:00:00
9249,4768,39,72,807.31,72.41,45.08,2024-01-21 08:00:00
9250,3970,348,100,295.32,95.87,35.47,2024-01-21 09:00:00
9251,2925,66,25,874.44,161.23,44.48,2024-01-21 10:00:00
9252,571,13,53,833.98,126.92,9.9,2024-01-21 11:00:00
9253,4860,194,49,524.28,149.85,42.47,2024-01-21 12:00:00
9254,1243,316,72,708.01,49.55,21.55,2024-01-21 13:00:00
9255,713,382,21,964.39,48.22,49.06,2024-01-21 14:00:00
9256,4863,425,51,457.52,76.74,29.72,2024-01-21 15:00:00
9257,1294,288,46,499.26,4.72,24.42,2024-01-21 16:00:00
9258,2867,436,9,725.58,166.31,46.27,2024-01-21 17:00:00
9259,1675,133,64,392.56,74.62,19.13,2024-01-21 18:00:00
9260,3664,195,96,961.62,14.44,37.46,2024-01-21 19:00:00
9261,1360,322,77,50.03,174.57,23.72,2024-01-21 20:00:00
9262,636,78,23,409.34,193.6,36.71,2024-01-21 21:00:00
9263,1210,250,60,716.71,129.67,13.86,2024-01-21 22:00:00
9264,2613,232,59,435.09,71.96,20.39,2024-01-21 23:00:00
9265,1298,180,8,266.66,83.34,17.33,2024-01-22 00:00:00
9266,358,382,64,419.32,51.97,43.45,2024-01-22 01:00:00
9267,241,492,99,882.7,142.54,46.44,2024-01-22 02:00:00
9268,2605,177,54,551.54,71.86,36.8,2024-01-22 03:00:00
9269,4065,29,92,341.76,7.46,41.1,2024-01-22 04:00:00
9270,1827,496,15,674.81,10.19,17.76,2024-01-22 05:00:00
9271,3559,166,52,615.73,123.34,7.62,2024-01-22 06:00:00
9272,3861,326,93,564.84,58.79,34.36,2024-01-22 07:00:00
9273,4252,498,51,397.25,34.55,31.9,2024-01-22 08:00:00
9274,4448,226,4,81.48,110.92,13.26,2024-01-22 09:00:00
9275,4140,136,34,624.52,56.41,45.63,2024-01-22 10:00:00
9276,138,187,24,425.59,15.59,17.94,2024-01-22 11:00:00
9277,3735,55,21,434.48,39.52,40.78,2024-01-22 12:00:00
9278,1968,366,2,241.74,155.8,6.54,2024-01-22 13:00:00
9279,4850,2,7,256.93,170.55,14.41,2024-01-22 14:00:00
9280,143,410,56,789.59,174.56,30.76,2024-01-22 15:00:00
9281,3634,319,75,484.57,107.43,12.17,2024-01-22 16:00:00
9282,2560,17,76,118.2,190.24,47.83,2024-01-22 17:00:00
9283,4158,59,68,55.39,31.18,27.62,2024-01-22 18:00:00
9284,2020,88,35,232.47,135.99,36.6,2024-01-22 19:00:00
9285,2850,223,26,492.57,141.15,28.12,2024-01-22 20:00:00
9286,1193,272,18,621.08,11.58,20.4,2024-01-22 21:00:00
9287,2314,58,64,152.24,57.21,41.13,2024-01-22 22:00:00
9288,2356,192,56,439.52,189.86,1.23,2024-01-22 23:00:00
9289,2507,50,80,81.83,152.05,21.4,2024-01-23 00:00:00
9290,334,213,55,47.35,11.88,44.07,2024-01-23 01:00:00
9291,2563,230,12,864.71,108.62,4.35,2024-01-23 02:00:00
9292,2721,154,37,661.75,130.08,10.45,2024-01-23 03:00:00
9293,2439,273,52,783.28,194.64,48.04,2024-01-23 04:00:00
9294,1796,370,19,190.06,143.57,47.95,2024-01-23 05:00:00
9295,254,46,15,328.94,128.09,19.29,2024-01-23 06:00:00
9296,3658,362,86,449.35,181.8,37.64,2024-01-23 07:00:00
9297,1424,383,84,661.45,132.53,31.33,2024-01-23 08:00:00
9298,3238,452,52,539.5,186.49,24.7,2024-01-23 09:00:00
9299,3332,306,77,555.94,99.06,40.72,2024-01-23 10:00:00
9300,1028,427,87,165.37,143.99,32.58,2024-01-23 11:00:00
9301,2167,118,95,480.04,126.72,4.64,2024-01-23 12:00:00
9302,3995,176,26,825.56,110.95,42.0,2024-01-23 13:00:00
9303,470,68,45,514.37,65.49,13.79,2024-01-23 14:00:00
9304,1094,251,96,207.74,180.85,31.68,2024-01-23 15:00:00
9305,4790,403,21,419.26,54.74,38.79,2024-01-23 16:00:00
9306,2913,230,81,757.26,32.72,44.89,2024-01-23 17:00:00
9307,181,409,93,143.64,142.7,46.27,2024-01-23 18:00:00
9308,4068,200,53,584.66,109.76,46.3,2024-01-23 19:00:00
9309,3077,146,29,965.66,53.31,32.89,2024-01-23 20:00:00
9310,1221,51,48,386.5,174.19,31.25,2024-01-23 21:00:00
9311,4143,402,86,53.2,57.96,0.84,2024-01-23 22:00:00
9312,3624,368,19,636.77,13.69,4.32,2024-01-23 23:00:00
9313,4730,186,54,56.63,4.06,19.69,2024-01-24 00:00:00
9314,1564,320,78,199.69,184.65,39.66,2024-01-24 01:00:00
9315,4685,199,87,57.91,81.03,29.64,2024-01-24 02:00:00
9316,3633,441,2,178.94,43.48,11.84,2024-01-24 03:00:00
9317,2358,145,32,856.38,113.85,6.23,2024-01-24 04:00:00
9318,1563,59,62,737.5,98.09,23.46,2024-01-24 05:00:00
9319,4936,195,97,348.43,199.97,45.66,2024-01-24 06:00:00
9320,1414,470,7,898.17,177.81,2.75,2024-01-24 07:00:00
9321,2507,143,98,668.53,54.95,23.19,2024-01-24 08:00:00
9322,4829,223,68,453.27,139.84,3.05,2024-01-24 09:00:00
9323,1018,100,87,77.65,78.05,12.58,2024-01-24 10:00:00
9324,3655,26,84,733.41,73.52,47.69,2024-01-24 11:00:00
9325,758,432,22,381.77,74.05,5.32,2024-01-24 12:00:00
9326,3780,14,29,309.8,128.21,2.64,2024-01-24 13:00:00
9327,621,122,3,295.39,108.06,4.45,2024-01-24 14:00:00
9328,1889,465,22,17.63,151.25,34.62,2024-01-24 15:00:00
9329,3585,265,84,745.22,31.44,0.71,2024-01-24 16:00:00
9330,182,7,89,153.86,85.66,19.74,2024-01-24 17:00:00
9331,2729,494,98,525.44,172.2,47.67,2024-01-24 18:00:00
9332,2296,219,53,25.92,1.63,3.54,2024-01-24 19:00:00
9333,2668,220,93,631.6,125.07,46.61,2024-01-24 20:00:00
9334,1800,183,57,375.8,157.36,5.97,2024-01-24 21:00:00
9335,1500,396,10,634.44,77.39,6.48,2024-01-24 22:00:00
9336,985,401,40,99.0,176.84,30.28,2024-01-24 23:00:00
9337,3554,457,20,273.67,147.4,12.27,2024-01-25 00:00:00
9338,2365,108,87,119.2,121.6,0.25,2024-01-25 01:00:00
9339,3306,492,11,649.61,40.47,37.5,2024-01-25 02:00:00
9340,2216,392,8,117.47,134.35,18.61,2024-01-25 03:00:00
9341,2791,347,93,620.93,166.92,45.42,2024-01-25 04:00:00
9342,126,124,36,143.34,146.25,13.98,2024-01-25 05:00:00
9343,2621,170,25,943.92,115.4,33.5,2024-01-25 06:00:00
9344,4216,460,39,422.22,143.2,16.39,2024-01-25 07:00:00
9345,1452,421,98,135.32,195.4,7.5,2024-01-25 08:00:00
9346,1009,404,96,51.39,3.15,48.74,2024-01-25 09:00:00
9347,1214,257,62,336.13,133.12,29.45,2024-01-25 10:00:00
9348,3705,9,87,892.47,158.81,42.0,2024-01-25 11:00:00
9349,3131,367,21,152.38,128.14,12.58,2024-01-25 12:00:00
9350,697,280,19,792.92,55.35,19.72,2024-01-25 13:00:00
9351,2271,125,25,423.2,164.73,23.9,2024-01-25 14:00:00
9352,1516,162,87,804.9,182.75,31.52,2024-01-25 15:00:00
9353,1035,36,83,875.55,137.02,19.8,2024-01-25 16:00:00
9354,2841,4,5,997.84,102.69,12.44,2024-01-25 17:00:00
9355,1536,413,83,77.52,73.9,9.57,2024-01-25 18:00:00
9356,814,87,99,798.34,66.68,30.0,2024-01-25 19:00:00
9357,310,483,12,78.99,144.92,12.46,2024-01-25 20:00:00
9358,1012,400,25,321.64,121.82,19.89,2024-01-25 21:00:00
9359,1019,264,5,649.77,32.21,1.83,2024-01-25 22:00:00
9360,3412,91,76,452.82,29.08,12.9,2024-01-25 23:00:00
9361,3719,295,27,569.6,15.15,24.2,2024-01-26 00:00:00
9362,4921,58,4,966.53,137.02,39.82,2024-01-26 01:00:00
9363,3811,140,83,820.47,63.56,18.72,2024-01-26 02:00:00
9364,2045,172,45,370.03,5.03,14.83,2024-01-26 03:00:00
9365,1117,260,47,603.95,68.2,25.85,2024-01-26 04:00:00
9366,4724,495,88,58.0,166.59,2.58,2024-01-26 05:00:00
9367,1157,25,28,458.37,50.28,17.76,2024-01-26 06:00:00
9368,989,198,97,612.31,127.08,6.85,2024-01-26 07:00:00
9369,2467,67,35,717.57,88.49,12.75,2024-01-26 08:00:00
9370,1829,423,16,902.5,110.23,19.59,2024-01-26 09:00:00
9371,2078,118,12,290.23,119.56,3.0,2024-01-26 10:00:00
9372,2346,280,80,903.15,91.51,39.88,2024-01-26 11:00:00
9373,1085,469,75,664.9,12.51,13.81,2024-01-26 12:00:00
9374,2506,6,43,86.87,113.97,11.72,2024-01-26 13:00:00
9375,4045,97,28,386.53,80.11,17.24,2024-01-26 14:00:00
9376,2352,72,87,481.83,40.78,18.46,2024-01-26 15:00:00
9377,3006,417,81,358.96,179.41,40.65,2024-01-26 16:00:00
9378,4436,432,19,124.78,147.48,14.31,2024-01-26 17:00:00
9379,2496,451,75,556.07,57.53,23.08,2024-01-26 18:00:00
9380,77,380,68,140.44,108.25,24.96,2024-01-26 19:00:00
9381,2563,258,74,915.88,192.66,15.35,2024-01-26 20:00:00
9382,1573,38,55,866.6,49.85,39.19,2024-01-26 21:00:00
9383,4188,296,83,480.46,189.53,31.24,2024-01-26 22:00:00
9384,4562,56,36,77.07,136.99,36.08,2024-01-26 23:00:00
9385,3671,103,62,556.68,108.63,2.82,2024-01-27 00:00:00
9386,3112,103,39,596.31,196.66,40.99,2024-01-27 01:00:00
9387,2738,216,41,889.54,67.41,12.1,2024-01-27 02:00:00
9388,1353,21,60,76.84,56.37,4.68,2024-01-27 03:00:00
9389,947,115,86,695.18,68.58,33.09,2024-01-27 04:00:00
9390,4650,210,66,567.18,150.42,10.98,2024-01-27 05:00:00
9391,3869,291,59,183.03,68.06,20.38,2024-01-27 06:00:00
9392,3138,203,97,130.52,21.45,35.42,2024-01-27 07:00:00
9393,3487,459,40,697.01,129.22,5.22,2024-01-27 08:00:00
9394,4188,323,91,346.42,45.37,6.47,2024-01-27 09:00:00
9395,1003,188,19,999.94,1.83,33.28,2024-01-27 10:00:00
9396,4464,151,55,895.06,40.63,22.54,2024-01-27 11:00:00
9397,820,449,46,570.06,164.01,11.14,2024-01-27 12:00:00
9398,423,191,4,645.31,188.11,25.84,2024-01-27 13:00:00
9399,572,407,83,167.3,132.73,30.97,2024-01-27 14:00:00
9400,2910,214,62,895.06,62.79,20.31,2024-01-27 15:00:00
9401,4531,379,25,464.34,87.86,8.73,2024-01-27 16:00:00
9402,1424,42,63,526.14,39.72,32.41,2024-01-27 17:00:00
9403,1634,478,70,874.4,176.27,6.15,2024-01-27 18:00:00
9404,1754,448,13,16.19,133.45,32.71,2024-01-27 19:00:00
9405,468,194,86,499.4,17.8,13.61,2024-01-27 20:00:00
9406,4888,250,4,630.5,74.02,0.17,2024-01-27 21:00:00
9407,2923,81,2,167.72,108.07,23.34,2024-01-27 22:00:00
9408,2304,41,67,77.62,159.67,15.57,2024-01-27 23:00:00
9409,1707,370,30,539.58,184.18,11.55,2024-01-28 00:00:00
9410,73,20,4,552.05,27.4,24.97,2024-01-28 01:00:00
9411,147,9,48,336.95,167.08,16.9,2024-01-28 02:00:00
9412,317,313,43,883.41,14.09,14.82,2024-01-28 03:00:00
9413,606,124,93,308.07,48.86,38.15,2024-01-28 04:00:00
9414,575,203,45,521.31,5.18,4.24,2024-01-28 05:00:00
9415,1178,401,97,194.85,13.7,19.95,2024-01-28 06:00:00
9416,3327,78,13,21.05,7.45,12.42,2024-01-28 07:00:00
9417,3423,210,47,431.77,30.06,14.34,2024-01-28 08:00:00
9418,2595,18,96,531.68,175.43,22.15,2024-01-28 09:00:00
9419,2883,236,28,767.03,57.48,46.14,2024-01-28 10:00:00
9420,312,498,37,454.28,96.46,32.99,2024-01-28 11:00:00
9421,2856,319,28,285.94,97.94,9.74,2024-01-28 12:00:00
9422,765,200,27,608.19,199.06,28.66,2024-01-28 13:00:00
9423,2996,349,89,387.36,73.57,7.78,2024-01-28 14:00:00
9424,3201,456,30,241.09,53.75,44.28,2024-01-28 15:00:00
9425,436,282,6,911.24,192.69,21.25,2024-01-28 16:00:00
9426,3352,476,94,541.32,118.91,47.49,2024-01-28 17:00:00
9427,4454,456,9,208.47,58.61,33.15,2024-01-28 18:00:00
9428,2978,252,6,674.2,58.21,41.69,2024-01-28 19:00:00
9429,2931,340,29,805.05,18.19,9.05,2024-01-28 20:00:00
9430,2300,239,87,760.95,111.82,42.76,2024-01-28 21:00:00
9431,135,456,70,603.54,145.01,9.56,2024-01-28 22:00:00
9432,3915,462,86,524.43,95.47,48.81,2024-01-28 23:00:00
9433,4619,269,66,779.55,177.0,14.07,2024-01-29 00:00:00
9434,804,119,95,711.04,97.31,34.23,2024-01-29 01:00:00
9435,2708,488,53,575.76,69.93,27.37,2024-01-29 02:00:00
9436,2367,401,70,661.14,50.91,23.98,2024-01-29 03:00:00
9437,4176,371,5,176.94,49.42,21.49,2024-01-29 04:00:00
9438,3263,282,20,29.73,63.99,19.24,2024-01-29 05:00:00
9439,1477,390,12,931.82,198.4,15.23,2024-01-29 06:00:00
9440,3416,337,8,935.93,72.8,29.9,2024-01-29 07:00:00
9441,2462,388,58,790.09,105.4,49.21,2024-01-29 08:00:00
9442,3943,345,49,378.58,55.66,33.64,2024-01-29 09:00:00
9443,2041,7,64,159.24,29.56,37.87,2024-01-29 10:00:00
9444,4464,273,50,363.76,129.52,32.75,2024-01-29 11:00:00
9445,1007,253,97,728.97,109.5,25.83,2024-01-29 12:00:00
9446,993,342,39,341.85,14.5,40.87,2024-01-29 13:00:00
9447,4692,128,40,797.95,176.67,16.23,2024-01-29 14:00:00
9448,1897,374,31,676.28,102.03,13.73,2024-01-29 15:00:00
9449,3066,92,3,633.68,67.73,19.25,2024-01-29 16:00:00
9450,2749,306,83,930.93,156.09,28.98,2024-01-29 17:00:00
9451,2662,384,72,894.48,23.31,0.1,2024-01-29 18:00:00
9452,2979,6,30,714.55,95.28,41.77,2024-01-29 19:00:00
9453,1824,414,95,207.26,110.21,15.23,2024-01-29 20:00:00
9454,3408,74,29,939.53,155.25,30.08,2024-01-29 21:00:00
9455,4507,498,70,234.85,74.68,2.72,2024-01-29 22:00:00
9456,4483,56,56,378.86,171.14,21.64,2024-01-29 23:00:00
9457,1749,295,66,828.51,139.84,3.49,2024-01-30 00:00:00
9458,2662,398,87,216.57,154.44,0.66,2024-01-30 01:00:00
9459,19,310,63,642.22,193.85,39.43,2024-01-30 02:00:00
9460,3359,238,30,463.26,169.11,20.3,2024-01-30 03:00:00
9461,276,490,53,627.79,70.01,40.75,2024-01-30 04:00:00
9462,4079,22,46,958.47,129.52,16.93,2024-01-30 05:00:00
9463,4755,441,9,810.28,173.85,32.42,2024-01-30 06:00:00
9464,2946,41,7,302.86,105.5,4.8,2024-01-30 07:00:00
9465,4648,346,63,66.7,136.88,9.61,2024-01-30 08:00:00
9466,4775,266,47,967.37,35.28,23.62,2024-01-30 09:00:00
9467,4699,258,44,589.32,163.37,22.08,2024-01-30 10:00:00
9468,365,451,49,181.37,151.73,9.79,2024-01-30 11:00:00
9469,1974,48,79,630.84,177.89,43.55,2024-01-30 12:00:00
9470,795,298,79,51.79,142.32,14.28,2024-01-30 13:00:00
9471,590,139,85,195.65,175.5,21.42,2024-01-30 14:00:00
9472,4295,202,62,636.3,33.28,16.93,2024-01-30 15:00:00
9473,4314,140,59,408.45,162.92,49.77,2024-01-30 16:00:00
9474,741,142,78,331.84,190.64,17.4,2024-01-30 17:00:00
9475,4746,286,75,658.94,163.29,13.3,2024-01-30 18:00:00
9476,2195,233,75,867.74,123.43,45.35,2024-01-30 19:00:00
9477,670,316,84,681.81,185.37,7.95,2024-01-30 20:00:00
9478,1438,461,13,468.81,19.8,45.92,2024-01-30 21:00:00
9479,4761,158,30,662.28,4.36,28.47,2024-01-30 22:00:00
9480,856,38,84,698.7,193.1,11.24,2024-01-30 23:00:00
9481,2378,75,43,777.3,136.92,12.67,2024-01-31 00:00:00
9482,4991,321,51,313.98,23.72,35.58,2024-01-31 01:00:00
9483,4034,475,8,123.29,68.66,2.06,2024-01-31 02:00:00
9484,1894,175,37,685.06,150.01,35.8,2024-01-31 03:00:00
9485,1187,39,97,129.87,150.33,15.56,2024-01-31 04:00:00
9486,1843,491,90,467.39,34.83,40.43,2024-01-31 05:00:00
9487,327,433,64,238.39,94.56,6.34,2024-01-31 06:00:00
9488,3227,485,39,338.75,161.65,12.53,2024-01-31 07:00:00
9489,2401,73,8,475.92,193.39,22.01,2024-01-31 08:00:00
9490,4279,58,62,897.21,124.89,43.97,2024-01-31 09:00:00
9491,4551,496,82,683.62,127.99,14.28,2024-01-31 10:00:00
9492,4102,363,39,179.92,94.4,42.21,2024-01-31 11:00:00
9493,4016,474,14,880.65,108.27,5.19,2024-01-31 12:00:00
9494,4307,89,52,505.54,20.69,8.76,2024-01-31 13:00:00
9495,51,273,82,212.21,70.57,7.98,2024-01-31 14:00:00
9496,1469,134,57,532.16,101.95,30.69,2024-01-31 15:00:00
9497,1010,143,21,199.02,55.72,19.49,2024-01-31 16:00:00
9498,4473,451,23,373.65,72.61,43.19,2024-01-31 17:00:00
9499,3558,95,4,807.47,194.27,24.34,2024-01-31 18:00:00
9500,1075,156,74,662.03,2.04,41.91,2024-01-31 19:00:00
9501,154,201,43,483.16,61.23,12.09,2024-01-31 20:00:00
9502,582,428,11,234.17,117.21,46.57,2024-01-31 21:00:00
9503,788,499,84,289.35,56.51,31.78,2024-01-31 22:00:00
9504,4887,402,19,978.45,135.62,25.33,2024-01-31 23:00:00
9505,3382,496,65,349.51,60.56,30.48,2024-02-01 00:00:00
9506,2268,488,95,619.97,128.0,45.86,2024-02-01 01:00:00
9507,4259,160,2,504.75,170.12,17.19,2024-02-01 02:00:00
9508,971,211,49,32.87,132.07,12.37,2024-02-01 03:00:00
9509,648,453,69,945.23,10.93,12.35,2024-02-01 04:00:00
9510,946,172,34,97.05,159.25,48.64,2024-02-01 05:00:00
9511,4785,70,4,662.12,43.35,16.94,2024-02-01 06:00:00
9512,1496,319,91,812.91,127.32,44.21,2024-02-01 07:00:00
9513,2048,460,39,751.25,129.7,6.96,2024-02-01 08:00:00
9514,1173,314,49,811.16,160.94,21.59,2024-02-01 09:00:00
9515,4219,431,3,742.32,101.66,31.0,2024-02-01 10:00:00
9516,4900,382,26,451.12,75.82,48.18,2024-02-01 11:00:00
9517,2887,490,41,897.31,104.09,33.9,2024-02-01 12:00:00
9518,4159,145,65,913.32,109.61,0.2,2024-02-01 13:00:00
9519,733,167,16,442.59,164.49,38.03,2024-02-01 14:00:00
9520,3088,443,58,489.93,41.81,32.53,2024-02-01 15:00:00
9521,3462,391,35,490.79,169.52,9.34,2024-02-01 16:00:00
9522,1658,319,83,286.11,73.78,31.06,2024-02-01 17:00:00
9523,479,117,16,123.79,149.03,46.29,2024-02-01 18:00:00
9524,1138,185,33,269.36,67.81,0.33,2024-02-01 19:00:00
9525,3954,203,31,845.66,142.07,48.72,2024-02-01 20:00:00
9526,977,162,22,547.63,160.04,14.88,2024-02-01 21:00:00
9527,237,309,61,851.7,112.06,30.41,2024-02-01 22:00:00
9528,2524,450,84,747.71,124.29,13.95,2024-02-01 23:00:00
9529,4044,462,64,355.13,141.84,36.57,2024-02-02 00:00:00
9530,598,338,70,193.46,138.0,25.84,2024-02-02 01:00:00
9531,1703,432,35,571.55,145.76,13.22,2024-02-02 02:00:00
9532,2177,188,39,936.5,170.09,25.22,2024-02-02 03:00:00
9533,2558,43,3,841.02,44.88,17.65,2024-02-02 04:00:00
9534,165,201,96,766.2,43.73,12.56,2024-02-02 05:00:00
9535,2325,231,13,766.53,194.17,29.68,2024-02-02 06:00:00
9536,3040,4,14,532.48,170.41,31.95,2024-02-02 07:00:00
9537,570,240,41,177.83,118.75,7.11,2024-02-02 08:00:00
9538,3329,206,8,292.69,2.63,46.47,2024-02-02 09:00:00
9539,141,331,19,582.11,171.1,0.43,2024-02-02 10:00:00
9540,686,94,14,323.19,150.57,13.92,2024-02-02 11:00:00
9541,687,232,75,783.75,191.32,17.23,2024-02-02 12:00:00
9542,3281,363,50,379.48,3.62,3.42,2024-02-02 13:00:00
9543,2764,347,99,122.76,6.68,4.59,2024-02-02 14:00:00
9544,3591,349,61,784.72,103.97,42.39,2024-02-02 15:00:00
9545,2039,436,36,701.15,171.35,18.16,2024-02-02 16:00:00
9546,1075,160,67,260.63,198.27,18.33,2024-02-02 17:00:00
9547,2226,113,89,981.3,64.69,34.46,2024-02-02 18:00:00
9548,1342,252,77,409.16,8.24,36.24,2024-02-02 19:00:00
9549,1690,222,80,683.66,39.91,35.41,2024-02-02 20:00:00
9550,3011,346,92,911.34,175.53,23.5,2024-02-02 21:00:00
9551,364,94,45,164.44,93.82,35.36,2024-02-02 22:00:00
9552,1068,435,91,880.23,170.81,46.2,2024-02-02 23:00:00
9553,2641,394,74,706.87,89.34,6.83,2024-02-03 00:00:00
9554,3750,396,82,175.89,11.62,28.78,2024-02-03 01:00:00
9555,2031,481,72,667.87,123.9,43.95,2024-02-03 02:00:00
9556,618,482,7,875.83,87.7,48.29,2024-02-03 03:00:00
9557,4455,466,22,801.03,98.78,4.49,2024-02-03 04:00:00
9558,3147,167,9,763.0,189.85,47.5,2024-02-03 05:00:00
9559,1983,464,60,169.72,91.96,36.35,2024-02-03 06:00:00
9560,194,493,42,198.72,159.51,36.26,2024-02-03 07:00:00
9561,4459,452,59,552.24,12.72,7.46,2024-02-03 08:00:00
9562,1120,138,40,584.34,96.33,28.83,2024-02-03 09:00:00
9563,4203,348,29,944.19,117.75,17.99,2024-02-03 10:00:00
9564,527,361,55,473.99,23.53,29.32,2024-02-03 11:00:00
9565,1953,210,64,309.48,61.14,36.9,2024-02-03 12:00:00
9566,4880,256,42,198.87,148.18,9.25,2024-02-03 13:00:00
9567,1783,73,29,63.63,37.6,7.73,2024-02-03 14:00:00
9568,2674,214,92,77.97,26.56,17.91,2024-02-03 15:00:00
9569,2398,266,21,578.43,60.56,32.15,2024-02-03 16:00:00
9570,3725,360,97,184.5,171.93,33.72,2024-02-03 17:00:00
9571,2590,151,63,853.1,152.83,30.48,2024-02-03 18:00:00
9572,3527,235,63,600.51,155.58,42.49,2024-02-03 19:00:00
9573,3850,461,90,866.24,65.17,36.77,2024-02-03 20:00:00
9574,1635,216,38,433.19,20.69,25.28,2024-02-03 21:00:00
9575,3010,397,79,599.82,7.36,24.18,2024-02-03 22:00:00
9576,94,304,66,530.17,117.65,39.91,2024-02-03 23:00:00
9577,3795,109,12,986.81,140.75,44.21,2024-02-04 00:00:00
9578,3367,345,33,798.85,76.2,42.47,2024-02-04 01:00:00
9579,2947,300,79,599.45,106.24,24.87,2024-02-04 02:00:00
9580,89,495,1,610.52,56.52,29.0,2024-02-04 03:00:00
9581,2551,349,97,256.31,73.5,39.34,2024-02-04 04:00:00
9582,2815,464,68,737.41,146.23,29.01,2024-02-04 05:00:00
9583,1446,320,28,983.0,143.93,11.32,2024-02-04 06:00:00
9584,4622,296,62,138.14,6.59,44.35,2024-02-04 07:00:00
9585,1831,390,78,640.89,188.9,24.72,2024-02-04 08:00:00
9586,2742,120,59,522.7,54.53,49.11,2024-02-04 09:00:00
9587,555,328,49,851.91,181.61,27.71,2024-02-04 10:00:00
9588,3765,98,45,10.05,102.87,19.41,2024-02-04 11:00:00
9589,2435,210,76,145.22,100.34,10.74,2024-02-04 12:00:00
9590,681,427,6,46.7,90.67,17.31,2024-02-04 13:00:00
9591,1632,32,20,171.3,184.56,11.11,2024-02-04 14:00:00
9592,203,433,85,710.86,42.41,46.09,2024-02-04 15:00:00
9593,4543,330,16,148.27,122.72,30.06,2024-02-04 16:00:00
9594,3919,226,12,626.11,64.24,41.03,2024-02-04 17:00:00
9595,3140,215,52,869.52,183.13,10.49,2024-02-04 18:00:00
9596,4874,123,20,44.28,34.7,3.2,2024-02-04 19:00:00
9597,2226,147,58,36.52,135.56,21.0,2024-02-04 20:00:00
9598,1687,340,45,989.95,84.93,46.82,2024-02-04 21:00:00
9599,829,52,97,676.54,132.58,5.74,2024-02-04 22:00:00
9600,4655,180,2,149.29,32.36,39.45,2024-02-04 23:00:00
9601,2023,290,34,313.63,79.34,3.05,2024-02-05 00:00:00
9602,103,187,26,985.16,22.35,8.34,2024-02-05 01:00:00
9603,1558,486,33,234.94,193.79,36.52,2024-02-05 02:00:00
9604,4212,337,42,755.3,43.58,10.63,2024-02-05 03:00:00
9605,4955,108,94,248.77,198.65,1.2,2024-02-05 04:00:00
9606,4088,126,65,404.48,84.28,11.05,2024-02-05 05:00:00
9607,2512,261,8,881.9,15.24,36.67,2024-02-05 06:00:00
9608,104,194,65,38.15,4.5,26.66,2024-02-05 07:00:00
9609,3439,297,10,314.16,120.19,27.41,2024-02-05 08:00:00
9610,2858,34,32,492.32,123.33,20.58,2024-02-05 09:00:00
9611,807,438,51,629.24,105.43,7.38,2024-02-05 10:00:00
9612,4656,276,57,37.96,14.21,10.86,2024-02-05 11:00:00
9613,2075,494,40,416.56,66.97,9.34,2024-02-05 12:00:00
9614,527,182,66,350.84,72.46,35.39,2024-02-05 13:00:00
9615,3437,239,31,36.6,141.26,42.37,2024-02-05 14:00:00
9616,298,322,63,361.81,84.35,11.95,2024-02-05 15:00:00
9617,4873,348,68,932.37,115.02,8.71,2024-02-05 16:00:00
9618,361,146,56,281.88,57.98,12.66,2024-02-05 17:00:00
9619,3718,44,12,589.74,145.47,46.95,2024-02-05 18:00:00
9620,4600,359,31,305.11,10.31,10.76,2024-02-05 19:00:00
9621,1977,304,23,115.6,197.71,34.53,2024-02-05 20:00:00
9622,2078,499,33,296.83,128.66,5.93,2024-02-05 21:00:00
